annotation_id,annotator,created_at,id,lead_time,review,sentiment,updated_at
,,,,,,,
1,1,2026-02-10T17:53:08.478066Z,1,8.413,This movie is a triumph in every sense. Highly recommended for everyone.,Positive,2026-02-10T17:53:08.478066Z
,,,,,,,
2,1,2026-02-10T17:53:21.109379Z,2,11.542,I have never been so bored in my life. The score was frankly cringe-worthy. Avoid this at all costs.,Negative,2026-02-10T17:53:21.109379Z
,,,,,,,
3,1,2026-02-10T17:53:30.425341Z,3,9,I was completely blown away by this film. The lead actor delivered a refreshing performance. I will be thinking about this for days.,Positive,2026-02-10T17:53:30.425341Z
,,,,,,,
4,1,2026-02-10T17:54:05.432746Z,4,34.71,The trailer was better than the movie. The acting was frankly tedious. A complete misfire.,Negative,2026-02-10T17:54:05.432746Z
,,,,,,,
5,1,2026-02-10T17:54:14.318519Z,5,8.601,"Middle of the road entertainment. Visually it's fine, but the story arc is just average. It is what it is.",Neutral,2026-02-10T17:54:14.318519Z
,,,,,,,
6,1,2026-02-10T17:54:26.303027Z,6,11.712,It perfectly balances humor and drama. I was hooked from the very first minute.,Positive,2026-02-10T17:54:26.303027Z
,,,,,,,
7,1,2026-02-10T17:54:35.533651Z,7,8.943,I have never been so bored in my life. Nothing about the opening scene worked. A complete misfire.,Negative,2026-02-10T17:54:35.533651Z
,,,,,,,
8,1,2026-02-10T17:54:43.936850Z,8,8.115,Nothing about the acting worked. What a complete waste of potential.,Negative,2026-02-10T17:54:43.936850Z
,,,,,,,
9,1,2026-02-10T17:54:54.538303Z,9,10.322,"It’s not a masterpiece, but it’s not a disaster either. The acting is fine, but the editing is a bit serviceable. You won't remember it a week from now.",Neutral,2026-02-10T17:54:54.538303Z
,,,,,,,
10,1,2026-02-10T17:55:04.525726Z,10,9.704,"Simply put, this is cinema at its finest. The chemistry between the cast was superb. Don't miss this one.",Positive,2026-02-10T17:55:04.525726Z
,,,,,,,
11,1,2026-02-10T17:55:11.834139Z,11,7.019,"I oscillated between loving and hating this film. I respect the ambition, even if it didn't fully land.",Neutral,2026-02-10T17:55:11.834139Z
,,,,,,,
12,1,2026-02-10T17:55:23.167885Z,12,11.048,"The acting was gripping, yet the acting felt dull. This is a very difficult movie to categorize.",Neutral,2026-02-10T17:55:23.167885Z
,,,,,,,
13,1,2026-02-10T17:55:50.201290Z,13,26.758,"It tries to be deep, but comes off as dull despite the gripping music. A strange experience overall.",Neutral,2026-02-10T17:55:50.201290Z
,,,,,,,
14,1,2026-02-10T17:55:55.158020Z,14,4.669,"Wow, just wow. Every scene felt earned, and the costume design was masterful. Two thumbs way up.",Positive,2026-02-10T17:55:55.158020Z
,,,,,,,
15,1,2026-02-10T17:56:00.103057Z,15,4.678,I am confused about how I feel. It left me puzzled.,Neutral,2026-02-10T17:56:00.103057Z
,,,,,,,
16,1,2026-02-10T17:56:06.000026Z,16,5.604,"The direction was typical, but nothing special. Middle of the road entertainment.",Neutral,2026-02-10T17:56:06.000026Z
,,,,,,,
17,1,2026-02-10T17:56:13.591640Z,17,7.327,Total garbage. Zero stars if I could give it.,Negative,2026-02-10T17:56:13.591640Z
,,,,,,,
18,1,2026-02-10T17:56:21.136274Z,18,7.244,I didn't expect to enjoy this as much as I did. I particularly loved how the cinematography was handled. Don't miss this one.,Positive,2026-02-10T17:56:21.136274Z
,,,,,,,
19,1,2026-02-10T17:56:29.837422Z,19,8.431,"I tried to like it, I really did, but it failed. I walked out halfway through.",Negative,2026-02-10T17:56:29.837422Z
,,,,,,,
20,1,2026-02-10T17:56:42.567445Z,20,12.447,I am confused about how I feel. Your mileage may vary significantly.,Neutral,2026-02-10T17:56:42.567445Z
,,,,,,,
21,1,2026-02-10T17:58:43.568858Z,21,120.733,I have mixed feelings about this one. You won't remember it a week from now.,Neutral,2026-02-10T17:58:43.568858Z
,,,,,,,
22,1,2026-02-10T17:58:52.474832Z,22,8.622,I didn't expect to enjoy this as much as I did. It perfectly balances humor and drama. Do yourself a favor and go see this.,Positive,2026-02-10T17:58:52.474832Z
,,,,,,,
24,1,2026-02-10T17:59:07.580273Z,24,7.102,The visual effects were superb and added so much depth. This movie is a triumph in every sense.,Positive,2026-02-10T17:59:07.580273Z
,,,,,,,
25,1,2026-02-10T17:59:32.501723Z,25,24.629,"Wow, just wow. It perfectly balances humor and drama. A must-watch for fans of the genre.",Positive,2026-02-10T17:59:32.501723Z
,,,,,,,
26,1,2026-02-10T17:59:37.344466Z,26,4.548,I have never been so bored in my life. Utterly disappointing.,Negative,2026-02-10T17:59:37.344466Z
,,,,,,,
27,1,2026-02-10T18:08:27.615315Z,27,529.966,A refreshing take on a tired genre. Don't miss this one.,Positive,2026-02-10T18:08:27.615315Z
,,,,,,,
28,1,2026-02-10T18:08:37.972934Z,28,10.06,"Ideally, this should have been great, but something was off. I think I need to watch it again to decide.",Neutral,2026-02-10T18:08:37.972934Z
,,,,,,,
29,1,2026-02-10T18:08:42.554822Z,29,4.309,What a complete waste of potential. It’s a hard pass from me.,Negative,2026-02-10T18:08:42.554822Z
,,,,,,,
30,1,2026-02-10T18:08:49.128141Z,30,6.289,"Great concept, but the execution was jarring. It’s a weird mix of brilliance and stupidity.",Neutral,2026-02-10T18:08:49.128141Z
,,,,,,,
31,1,2026-02-10T18:08:56.140085Z,31,6.657,"Ideally, this should have been great, but something was off. It tries to be deep, but comes off as amateurish despite the flawless music. I think I need to watch it again to decide.",Neutral,2026-02-10T18:08:56.140085Z
,,,,,,,
32,1,2026-02-10T18:09:08.283817Z,32,11.854,"This is a very difficult movie to categorize. The first half was intense, but the ending was tedious. Your mileage may vary significantly.",Neutral,2026-02-10T18:09:08.283817Z
,,,,,,,
33,1,2026-02-10T18:09:16.132564Z,33,7.562,"This is a very difficult movie to categorize. The first half was phenomenal, but the ending was cheap. It’s definitely not for everyone.",Neutral,2026-02-10T18:09:16.132564Z
,,,,,,,
34,1,2026-02-10T18:09:23.249008Z,34,6.849,This might be the worst thing I've seen all year. The plot holes were glaring and the cinematography was pretentious. Avoid this at all costs.,Negative,2026-02-10T18:09:23.249008Z
,,,,,,,
35,1,2026-02-10T18:09:34.960853Z,35,11.403,"I am confused about how I feel. The first half was flawless, but the ending was nonsensical. I think I need to watch it again to decide.",Neutral,2026-02-10T18:09:34.960853Z
,,,,,,,
36,1,2026-02-10T18:09:47.714115Z,36,12.158,"The acting is fine, but the story arc is a bit formulaic. It was a decent way to kill an afternoon.",Neutral,2026-02-10T18:09:47.714115Z
,,,,,,,
37,1,2026-02-10T18:09:52.437638Z,37,4.446,It perfectly balances humor and drama. This movie is a triumph in every sense.,Positive,2026-02-10T18:09:52.438622Z
,,,,,,,
38,1,2026-02-10T18:09:56.403357Z,38,3.68,A frustrating experience. Avoid this at all costs.,Negative,2026-02-10T18:09:56.403357Z
,,,,,,,
39,1,2026-02-10T18:10:03.839502Z,39,7.146,"A strange experience overall. While the editing shines, the rest is uninspired. It’s definitely not for everyone.",Neutral,2026-02-10T18:10:03.839502Z
,,,,,,,
40,1,2026-02-10T18:10:10.744127Z,40,6.617,"Every scene felt earned, and the opening scene was heartwarming. A cinematic masterpiece.",Positive,2026-02-10T18:10:10.744127Z
,,,,,,,
42,1,2026-02-10T18:10:26.624483Z,42,4.54,"Wow, just wow. I particularly loved how the pacing was handled. A must-watch for fans of the genre.",Positive,2026-02-10T18:10:26.624483Z
,,,,,,,
44,1,2026-02-10T18:11:04.484776Z,44,31.465,"Great concept, but the execution was clichéd. Ideally, this should have been great, but something was off.",Neutral,2026-02-10T18:11:04.484776Z
,,,,,,,
45,1,2026-02-10T18:11:10.117649Z,45,5.324,I am confused about how I feel. A polarizing experience for sure.,Neutral,2026-02-10T18:11:10.117649Z
,,,,,,,
46,1,2026-02-10T18:11:17.960249Z,46,7.547,"I tried to like it, I really did, but it failed. The cinematography distracted me from everything else. A complete misfire.",Negative,2026-02-10T18:11:17.960249Z
,,,,,,,
47,1,2026-02-10T18:11:30.753175Z,47,12.421,"It was... fine. It has some good moments, especially the costume design. It’s okay if you have nothing else to do.",Neutral,2026-02-10T18:11:30.753175Z
,,,,,,,
48,1,2026-02-10T18:11:41.453081Z,48,10.422,This movie is a triumph in every sense. The visual effects were refreshing and added so much depth. A definitive 10/10.,Positive,2026-02-10T18:11:41.453081Z
,,,,,,,
49,1,2026-02-10T18:11:47.041475Z,49,5.284,It felt like a rough draft that was never edited. I struggled to sit through the first half.,Negative,2026-02-10T18:11:47.041475Z
,,,,,,,
50,1,2026-02-10T18:12:03.559428Z,50,16.228,"Great concept, but the execution was jarring. I oscillated between loving and hating this film.",Neutral,2026-02-10T18:12:03.559428Z
,,,,,,,
51,1,2026-02-10T18:12:09.513607Z,51,5.638,An absolute joy to watch from start to finish. Two thumbs way up.,Positive,2026-02-10T18:12:09.513607Z
,,,,,,,
52,1,2026-02-10T18:12:17.495807Z,52,7.696,"I'm honestly still trying to process what I just saw. The first half was heartwarming, but the ending was unbearable. Your mileage may vary significantly.",Neutral,2026-02-10T18:12:17.495807Z
,,,,,,,
53,1,2026-02-10T18:12:28.286142Z,53,10.491,"I tried to like it, I really did, but it failed. I couldn't get past the nonsensical soundtrack. I walked out halfway through.",Negative,2026-02-10T18:12:28.286142Z
,,,,,,,
55,1,2026-02-10T18:12:37.982978Z,55,4.505,"Finally, a movie that respects the audience. Two thumbs way up.",Positive,2026-02-10T18:12:37.982978Z
,,,,,,,
56,1,2026-02-10T18:12:42.364454Z,56,4.069,I oscillated between loving and hating this film. It’s definitely not for everyone.,Neutral,2026-02-10T18:12:42.364454Z
,,,,,,,
57,1,2026-02-10T18:12:46.541857Z,57,3.868,I was completely blown away by this film. Don't miss this one.,Positive,2026-02-10T18:12:46.541857Z
,,,,,,,
58,1,2026-02-10T18:12:51.759558Z,58,4.924,"Finally, a movie that respects the audience. The lead actor delivered a flawless performance. It deserves all the awards it's getting.",Positive,2026-02-10T18:12:51.759558Z
,,,,,,,
59,1,2026-02-10T18:13:25.943080Z,59,33.87,Total garbage. A complete misfire.,Negative,2026-02-10T18:13:25.943080Z
,,,,,,,
60,1,2026-02-10T18:13:32.519659Z,60,6.243,An absolute train wreck of a movie. I couldn't get past the tedious score. Zero stars if I could give it.,Negative,2026-02-10T18:13:32.519659Z
,,,,,,,
61,1,2026-02-10T18:13:56.716155Z,61,23.891,Standard fare for this type of movie. Wait for it to come out on streaming.,Neutral,2026-02-10T18:13:56.716155Z
,,,,,,,
62,1,2026-02-10T18:14:01.282101Z,62,4.275,I have never been so bored in my life. Do not bother.,Negative,2026-02-10T18:14:01.282101Z
,,,,,,,
63,1,2026-02-10T18:14:07.137922Z,63,5.563,"The acting was touching, yet the dialogue felt nonsensical. I oscillated between loving and hating this film.",Neutral,2026-02-10T18:14:07.137922Z
,,,,,,,
64,1,2026-02-10T18:14:17.396496Z,64,9.933,It doesn't leave a lasting impression. It serves its purpose as popcorn filler.,Neutral,2026-02-10T18:14:17.396496Z
,,,,,,,
66,1,2026-02-10T18:14:31.512423Z,66,8.309,Standard fare for this type of movie. It doesn't leave a lasting impression. 6/10 at best.,Neutral,2026-02-10T18:14:31.512423Z
,,,,,,,
67,1,2026-02-10T18:14:40.270973Z,67,8.449,"I walked in with low expectations and they were met. While the story arc was good, the rest felt so-so. Acceptable, but forgettable.",Neutral,2026-02-10T18:14:40.270973Z
,,,,,,,
68,1,2026-02-10T18:14:48.086274Z,68,7.504,"It was... fine. It follows the standard formula without taking risks. If you're bored, give it a shot.",Neutral,2026-02-10T18:14:48.086274Z
,,,,,,,
69,1,2026-02-10T18:14:53.791562Z,69,5.39,"It managed to be flawless without trying too hard. Finally, a movie that respects the audience.",Positive,2026-02-10T18:14:53.791562Z
,,,,,,,
70,1,2026-02-10T18:14:58.913436Z,70,4.837,The soundtrack was frankly disjointed. Total garbage.,Negative,2026-02-10T18:14:58.913436Z
,,,,,,,
71,1,2026-02-10T18:15:05.672497Z,71,6.47,"Great concept, but the execution was clichéd. I'm honestly still trying to process what I just saw.",Neutral,2026-02-10T18:15:05.672497Z
,,,,,,,
72,1,2026-02-10T18:15:13.841942Z,72,7.859,The direction was frankly uninspired. I want my two hours back.,Negative,2026-02-10T18:15:13.841942Z
,,,,,,,
73,1,2026-02-10T18:15:18.934468Z,73,4.787,"It has some good moments, especially the direction. I have mixed feelings about this one.",Neutral,2026-02-10T18:15:18.934468Z
,,,,,,,
74,1,2026-02-10T18:15:32.236590Z,74,13.012,It perfectly balances humor and drama. I was completely blown away by this film.,Positive,2026-02-10T18:15:32.236590Z
,,,,,,,
75,1,2026-02-10T18:15:42.839629Z,75,10.304,"I'm honestly still trying to process what I just saw. I respect the ambition, even if it didn't fully land.",Neutral,2026-02-10T18:15:42.839629Z
,,,,,,,
76,1,2026-02-10T18:15:47.951599Z,76,4.812,A cinematic masterpiece. The visual effects were superb and added so much depth. Do yourself a favor and go see this.,Positive,2026-02-10T18:15:47.951599Z
,,,,,,,
77,1,2026-02-10T18:15:54.648666Z,77,6.38,I didn't expect to enjoy this as much as I did. Highly recommended for everyone.,Positive,2026-02-10T18:15:54.648666Z
,,,,,,,
78,1,2026-02-10T18:16:00.866235Z,78,5.929,Standard fare for this type of movie. Good for a one-time watch.,Positive,2026-02-10T18:16:00.866235Z
,,,,,,,
79,1,2026-02-10T18:16:06.121366Z,79,4.945,The plot holes were glaring and the direction was lifeless. What a complete waste of potential.,Negative,2026-02-10T18:16:06.121366Z
,,,,,,,
80,1,2026-02-10T18:16:11.674172Z,80,5.28,"A strange experience overall. I respect the ambition, even if it didn't fully land.",Neutral,2026-02-10T18:16:11.674172Z
,,,,,,,
81,1,2026-02-10T18:16:19.804940Z,81,7.841,A strange experience overall. A polarizing experience for sure.,Neutral,2026-02-10T18:16:19.804940Z
,,,,,,,
82,1,2026-02-10T18:16:29.958390Z,82,9.872,"I am confused about how I feel. It tries to be deep, but comes off as clichéd despite the refreshing music. I think I need to watch it again to decide.",Neutral,2026-02-10T18:16:29.958390Z
,,,,,,,
83,1,2026-02-10T18:16:34.006336Z,83,3.757,I have mixed feelings about this one. 6/10 at best.,Neutral,2026-02-10T18:16:34.006336Z
,,,,,,,
84,1,2026-02-10T18:16:44.466958Z,84,10.164,I struggled to sit through the first half. A complete misfire.,Negative,2026-02-10T18:16:44.466958Z
,,,,,,,
85,1,2026-02-10T18:16:48.972246Z,85,4.197,An absolute joy to watch from start to finish. Highly recommended for everyone.,Positive,2026-02-10T18:16:48.972246Z
,,,,,,,
86,1,2026-02-10T18:16:54.232462Z,86,4.964,A frustrating experience. Zero stars if I could give it.,Negative,2026-02-10T18:16:54.232462Z
,,,,,,,
87,1,2026-02-10T18:17:00.755205Z,87,6.2,An absolute train wreck of a movie. Nothing about the opening scene worked. I wouldn't recommend this to my worst enemy.,Negative,2026-02-10T18:17:00.755205Z
,,,,,,,
88,1,2026-02-10T18:17:09.629910Z,88,8.582,"It was... fine. It has some good moments, especially the character development. It is what it is.",Neutral,2026-02-10T18:17:09.629910Z
,,,,,,,
89,1,2026-02-10T18:17:25.983579Z,89,16.046,An absolute train wreck of a movie. The dialogue distracted me from everything else. Zero stars if I could give it.,Negative,2026-02-10T18:17:25.983579Z
,,,,,,,
90,1,2026-02-10T18:17:35.602843Z,90,9.248,This movie is a triumph in every sense. The lead actor delivered a memorable performance. Don't miss this one.,Positive,2026-02-10T18:17:35.602843Z
,,,,,,,
91,1,2026-02-10T18:17:41.936383Z,91,6.058,"The screenplay was okay, but forgettable. It was... fine.",Neutral,2026-02-10T18:17:41.936383Z
,,,,,,,
92,1,2026-02-10T18:17:48.939097Z,92,6.678,A cinematic masterpiece. The lead actor delivered a gripping performance. I will be thinking about this for days.,Positive,2026-02-10T18:17:48.939097Z
,,,,,,,
93,1,2026-02-10T18:17:54.893970Z,93,5.673,I was hooked from the very first minute. It managed to be vibrant without trying too hard. I can't wait to see it again.,Positive,2026-02-10T18:17:54.893970Z
,,,,,,,
94,1,2026-02-10T18:18:00.714870Z,94,5.498,It doesn't leave a lasting impression. Middle of the road entertainment.,Neutral,2026-02-10T18:18:00.714870Z
,,,,,,,
95,1,2026-02-10T18:18:09.650231Z,95,8.637,"It’s a weird mix of brilliance and stupidity. It tries to be deep, but comes off as jarring despite the iconic music. It’s definitely not for everyone.",Neutral,2026-02-10T18:18:09.650231Z
,,,,,,,
96,1,2026-02-10T18:18:36.702196Z,96,26.738,"While the lighting shines, the rest is convoluted. I am confused about how I feel.",Neutral,2026-02-10T18:18:36.703033Z
,,,,,,,
97,1,2026-02-10T18:18:48.724153Z,97,11.726,"It’s a weird mix of brilliance and stupidity. While the screenplay shines, the rest is tedious. A polarizing experience for sure.",Neutral,2026-02-10T18:18:48.724153Z
,,,,,,,
98,1,2026-02-10T18:18:54.857057Z,98,5.85,"The acting is fine, but the costume design is a bit middle-of-the-road. It’s not a masterpiece, but it’s not a disaster either.",Neutral,2026-02-10T18:18:54.857057Z
,,,,,,,
99,1,2026-02-10T18:19:01.844101Z,99,6.706,"It’s a weird mix of brilliance and stupidity. While the screenplay shines, the rest is forgetable. I respect the ambition, even if it didn't fully land.",Neutral,2026-02-10T18:19:01.844101Z
,,,,,,,
100,1,2026-02-10T18:19:07.990371Z,100,5.838,I was hooked from the very first minute. I can't wait to see it again.,Positive,2026-02-10T18:19:07.990371Z
,,,,,,,
101,1,2026-02-10T18:19:44.938186Z,101,6.844,"It’s a weird mix of brilliance and stupidity. Great concept, but the execution was lazy. I respect the ambition, even if it didn't fully land.",Neutral,2026-02-10T18:19:44.938186Z
,,,,,,,
102,1,2026-02-10T18:19:54.691680Z,102,9.456,I struggled to sit through the first half. Nothing about the acting worked. I wouldn't recommend this to my worst enemy.,Negative,2026-02-10T18:19:54.691680Z
,,,,,,,
103,1,2026-02-10T18:20:00.846603Z,103,5.862,I struggled to sit through the first half. The cinematography distracted me from everything else. Avoid this at all costs.,Negative,2026-02-10T18:20:00.846603Z
,,,,,,,
104,1,2026-02-10T18:20:47.489198Z,104,46.354,"I'm honestly still trying to process what I just saw. The acting was phenomenal, yet the CGI felt nonsensical. It left me puzzled.",Neutral,2026-02-10T18:20:47.489198Z
,,,,,,,
105,1,2026-02-10T18:20:57.901201Z,105,10.144,A refreshing take on a tired genre. It perfectly balances humor and drama. A must-watch for fans of the genre.,Positive,2026-02-10T18:20:57.901201Z
